<PARSED TEXT FOR SHEET: 1 / 22 TABS
TAB NAME: seasons>
index,season_id,season_name,sequence,league_id,format,cancelled,status,note,regular_source,playoff_source,cancellation_source,entry_fee_paid_per_franchise,placement_prizes_carried_to,winner_points,runner_up_points,source_id
0,S2007,2007-08,1,,Yahoo Total Points,False,Placements supplied by Dan,Yahoo final standings and fantasy points provided by Dan; championship placements confirmed separately.,"Yahoo final standings screenshot provided by Dan, 2026-09-23",,,,,,,SRC1
1,S2008,2008-09,2,,Yahoo Total Points,False,Placements supplied by Dan,"The second Yahoo season was wiped out, but Dan confirmed the final placements: Young Guns first, Red Army second, and Green Machine third.","Dan, conversation dated 2026-09-13",,,,,,,SRC1
2,S2009,2009-10,3,4nxqwzxpfz1d715m,Total points,False,Points standings winner,Season-long total-points standings. Winner and runner-up are the first two teams; points are full-season totals.,https://www.fantrax.com/fantasy/league/4nxqwzxpfz1d715m/standings,,,,,1340.0,1259.0,SRC1
3,S2010,2010-11,4,pdezhajvgab9qbra,Total points,False,Points standings winner,Season-long total-points standings. Winner and runner-up are the first two teams; points are full-season totals.,https://www.fantrax.com/fantasy/league/pdezhajvgab9qbra/standings,,,,,1209.0,1176.0,SRC1
4,S2011,2011-12,5,xursbrulgmqhc5qu,Total points,False,Points standings winner,Season-long total-points standings. Winner and runner-up are the first two teams; points are full-season totals.,https://www.fantrax.com/fantasy/league/xursbrulgmqhc5qu/standings,,,,,1139.0,1135.0,SRC1
5,S2012,2012-13,6,dyiile6ph3yf4dyq,Total points,False,Points standings winner,Season-long total-points standings. Winner and runner-up are the first two teams; points are full-season totals.,https://www.fantrax.com/fantasy/league/dyiile6ph3yf4dyq/standings,,,,,755.0,690.0,SRC1
6,S2013,2013-14,7,g8zzlawwhg6lmtpj,Total points,False,Points standings winner,"Dynasty and Red Army tied for second at 1,129 points. Green Machine (then RedBlacks) finished four points ahead. Points are full-season totals.",https://www.fantrax.com/fantasy/league/g8zzlawwhg6lmtpj/standings,,,,,1133.0,1129.0,SRC1
7,S2014,2014-15,8,pvmor9fxhufk9rhr,Total points,False,Points standings winner,Season-long total-points standings. Winner and runner-up are the first two teams; points are full-season totals.,https://www.fantrax.com/fantasy/league/pvmor9fxhufk9rhr/standings,,,,,1213.0,1113.0,SRC1
8,S2015,2015-16,9,e3cwn7d5i8g49t4p,Total points,False,Points standings winner,Season-long total-points standings. Winner and runner-up are the first two teams; points are full-season totals.,https://www.fantrax.com/fantasy/league/e3cwn7d5i8g49t4p/standings,,,,,1002.0,986.0,SRC1
9,S2016,2016-17,10,i7yphebdimwcn5cv,Total points,False,Points standings winner,Season-long total-points standings. Winner and runner-up are the first two teams; points are full-season totals.,https://www.fantrax.com/fantasy/league/i7yphebdimwcn5cv/standings,,,,,1004.0,944.0,SRC1
10,S2017,2017-18,11,xv9iijqkj1dduk1b,Total points,False,Points standings winner,Season-long total-points standings. Winner and runner-up are the first two teams; points are full-season totals.,https://www.fantrax.com/fantasy/league/xv9iijqkj1dduk1b/standings,,,,,1051.0,1047.0,SRC1
11,S2018,2018-19,12,mic96oxljfs6ubfe,Total points,False,Points standings winner,Season-long total-points standings. Winner and runner-up are the first two teams; points are full-season totals.,https://www.fantrax.com/fantasy/league/mic96oxljfs6ubfe/standings,,,,,1150.0,1139.0,SRC1
12,S2019,2019-20,13,cj3jidirju87uli4,Head-to-head,True,Cancelled (COVID-19),"Season cancelled due to COVID-19. No champion awarded, confirmed by Dan.",https://www.fantrax.com/fantasy/league/cj3jidirju87uli4/standings;view=REGULAR_SEASON,https://www.fantrax.com/fantasy/league/cj3jidirju87uli4/standings;view=PLAYOFFS,"Dan, conversation dated 2026-09-13",,2020-21,,,SRC1
13,S2020,2020-21,14,9229s6x3kevhmuyj,Head-to-head,False,Playoff bracket winner,Champion and finalist taken from the championship bracket. The playoff standings table is ordered by record and may differ from final placement.,https://www.fantrax.com/fantasy/league/9229s6x3kevhmuyj/standings;view=REGULAR_SEASON,https://www.fantrax.com/fantasy/league/9229s6x3kevhmuyj/standings;view=PLAYOFFS,,15.0,,141.0,135.0,SRC1
14,S2021,2021-22,15,i9eqqej2kr550m15,Head-to-head,False,Playoff bracket winner,Champion and finalist taken from the championship bracket. The playoff standings table is ordered by record and may differ from final placement.,https://www.fantrax.com/fantasy/league/i9eqqej2kr550m15/standings;view=REGULAR_SEASON,https://www.fantrax.com/fantasy/league/i9eqqej2kr550m15/standings;view=PLAYOFFS,,,,107.0,99.0,SRC1
15,S2022,2022-23,16,9kixyjwzl2yl39hg,Head-to-head,False,Playoff bracket winner,Champion and finalist taken from the championship bracket. The playoff standings table is ordered by record and may differ from final placement.,https://www.fantrax.com/fantasy/league/9kixyjwzl2yl39hg/standings;view=REGULAR_SEASON,https://www.fantrax.com/fantasy/league/9kixyjwzl2yl39hg/standings;view=PLAYOFFS,,,,86.0,78.0,SRC1
16,S2023,2023-24,17,wmqjvbx4lgif9ok3,Head-to-head,False,Playoff bracket winner,Champion and finalist taken from the championship bracket. The playoff standings table is ordered by record and may differ from final placement.,https://www.fantrax.com/fantasy/league/wmqjvbx4lgif9ok3/standings;view=REGULAR_SEASON,https://www.fantrax.com/fantasy/league/wmqjvbx4lgif9ok3/standings;view=PLAYOFFS,,,,72.0,63.0,SRC1
17,S2024,2024-25,18,9kxgg0k1lvaziiqu,Head-to-head,False,Playoff bracket winner,Champion and finalist taken from the championship bracket. The playoff standings table is ordered by record and may differ from final placement.,https://www.fantrax.com/fantasy/league/9kxgg0k1lvaziiqu/standings;view=REGULAR_SEASON,https://www.fantrax.com/fantasy/league/9kxgg0k1lvaziiqu/standings;view=PLAYOFFS,,,,57.0,49.0,SRC1
18,S2025,2025-26,19,vxqmljf1ma1ct9af,Head-to-head,False,Playoff bracket winner,Champion and finalist taken from the championship bracket. The playoff standings table is ordered by record and may differ from final placement.,https://www.fantrax.com/fantasy/league/vxqmljf1ma1ct9af/standings;view=REGULAR_SEASON,https://www.fantrax.com/fantasy/league/vxqmljf1ma1ct9af/standings;view=PLAYOFFS,,,,57.0,53.0,SRC1
<PARSED TEXT FOR SHEET: 2 / 22 TABS
TAB NAME: franchises>
index,franchise_id,franchise_name,active_in_2025_26,source_id
81,S2015_F012,S2015,F012,SRC1
82,S2015_F007,S2015,F007,SRC1
83,S2015_F008,S2015,F008,SRC1
84,S2015_F017,S2015,F017,SRC1
85,S2015_F019,S2015,F019,SRC1
86,S2015_F021,S2015,F021,SRC1
87,S2015_F004,S2015,F004,SRC1
88,S2015_F002,S2015,F002,SRC1
89,S2015_F001,S2015,F001,SRC1
90,S2015_F015,S2015,F015,SRC1
91,S2015_F005,S2015,F005,SRC1
92,S2016_F005,S2016,F005,SRC1
93,S2016_F012,S2016,F012,SRC1
94,S2016_F001,S2016,F001,SRC1
95,S2016_F015,S2016,F015,SRC1
96,S2016_F017,S2016,F017,SRC1
97,S2016_F008,S2016,F008,SRC1
98,S2016_F004,S2016,F004,SRC1
99,S2016_F021,S2016,F021,SRC1
100,S2016_F013,S2016,F013,SRC1
101,S2016_F007,S2016,F007,SRC1
102,S2016_F019,S2016,F019,SRC1
103,S2016_F002,S2016,F002,SRC1
104,S2017_F005,S2017,F005,SRC1
105,S2017_F004,S2017,F004,SRC1
106,S2017_F017,S2017,F017,SRC1
107,S2017_F019,S2017,F019,SRC1
108,S2017_F002,S2017,F002,SRC1
109,S2017_F008,S2017,F008,SRC1
110,S2017_F001,S2017,F001,SRC1
111,S2017_F021,S2017,F021,SRC1
112,S2017_F013,S2017,F013,SRC1
113,S2017_F015,S2017,F015,SRC1
114,S2017_F012,S2017,F012,SRC1
115,S2017_F007,S2017,F007,SRC1
116,S2018_F001,S2018,F001,SRC1
117,S2018_F013,S2018,F013,SRC1
118,S2018_F019,S2018,F019,SRC1
119,S2018_F015,S2018,F015,SRC1
120,S2018_F002,S2018,F002,SRC1
121,S2018_F008,S2018,F008,SRC1
122,S2018_F007,S2018,F007,SRC1
123,S2018_F012,S2018,F012,SRC1
124,S2018_F021,S2018,F021,SRC1
125,S2018_F004,S2018,F004,SRC1
126,S2018_F017,S2018,F017,SRC1
127,S2018_F018,S2018,F018,SRC1
128,S2018_F011,S2018,F011,SRC1
129,S2018_F005,S2018,F005,SRC1
130,S2019_F005,S2019,F005,SRC1
131,S2019_F012,S2019,F012,SRC1
132,S2019_F021,S2019,F021,SRC1
133,S2019_F004,S2019,F004,SRC1
134,S2019_F018,S2019,F018,SRC1
135,S2019_F017,S2019,F017,SRC1
136,S2019_F008,S2019,F008,SRC1
137,S2019_F003,S2019,F003,SRC1
138,S2019_F002,S2019,F002,SRC1
139,S2019_F015,S2019,F015,SRC1
140,S2019_F019,S2019,F019,SRC1
141,S2019_F007,S2019,F007,SRC1
142,S2019_F001,S2019,F001,SRC1
143,S2019_F013,S2019,F013,SRC1
144,S2020_F004,S2020,F004,SRC1
145,S2020_F012,S2020,F012,SRC1
146,S2020_F018,S2020,F018,SRC1
147,S2020_F017,S2020,F017,SRC1
148,S2020_F021,S2020,F021,SRC1
149,S2020_F019,S2020,F019,SRC1
150,S2020_F008,S2020,F008,SRC1
151,S2020_F007,S2020,F007,SRC1
152,S2020_F001,S2020,F001,SRC1
153,S2020_F005,S2020,F005,SRC1
154,S2020_F015,S2020,F015,SRC1
155,S2020_F013,S2020,F013,SRC1
156,S2020_F002,S2020,F002,SRC1
157,S2020_F003,S2020,F003,SRC1
158,S2021_F012,S2021,F012,SRC1
159,S2021_F004,S2021,F004,SRC1
160,S2021_F018,S2021,F018,SRC1
161,S2021_F005,S2021,F005,SRC1
162,S2021_F017,S2021,F017,SRC1
163,S2021_F015,S2021,F015,SRC1
164,S2021_F013,S2021,F013,SRC1
165,S2021_F021,S2021,F021,SRC1
166,S2021_F008,S2021,F008,SRC1
167,S2021_F019,S2021,F019,SRC1
168,S2021_F001,S2021,F001,SRC1
169,S2021_F002,S2021,F002,SRC1
170,S2021_F003,S2021,F003,SRC1
171,S2021_F016,S2021,F016,SRC1
172,S2022_F012,S2022,F012,SRC1
173,S2022_F017,S2022,F017,SRC1
174,S2022_F018,S2022,F018,SRC1
175,S2022_F005,S2022,F005,SRC1
176,S2022_F001,S2022,F001,SRC1
177,S2022_F015,S2022,F015,SRC1
178,S2022_F013,S2022,F013,SRC1
179,S2022_F002,S2022,F002,SRC1
180,S2022_F019,S2022,F019,SRC1
181,S2022_F008,S2022,F008,SRC1
182,S2022_F004,S2022,F004,SRC1
183,S2022_F003,S2022,F003,SRC1
184,S2022_F016,S2022,F016,SRC1
185,S2022_F021,S2022,F021,SRC1
186,S2023_F001,S2023,F001,SRC1
187,S2023_F018,S2023,F018,SRC1
188,S2023_F015,S2023,F015,SRC1
189,S2023_F005,S2023,F005,SRC1
190,S2023_F008,S2023,F008,SRC1
191,S2023_F003,S2023,F003,SRC1
192,S2023_F012,S2023,F012,SRC1
193,S2023_F021,S2023,F021,SRC1
194,S2023_F017,S2023,F017,SRC1
195,S2023_F019,S2023,F019,SRC1
196,S2023_F004,S2023,F004,SRC1
197,S2023_F014,S2023,F014,SRC1
198,S2023_F016,S2023,F016,SRC1
199,S2023_F002,S2023,F002,SRC1
200,S2024_F016,S2024,F016,SRC1
201,S2024_F019,S2024,F019,SRC1
202,S2024_F015,S2024,F015,SRC1
203,S2024_F004,S2024,F004,SRC1
204,S2024_F012,S2024,F012,SRC1
205,S2024_F017,S2024,F017,SRC1
206,S2024_F002,S2024,F002,SRC1
207,S2024_F008,S2024,F008,SRC1
208,S2024_F018,S2024,F018,SRC1
209,S2024_F021,S2024,F021,SRC1
210,S2024_F014,S2024,F014,SRC1
211,S2024_F001,S2024,F001,SRC1
212,S2024_F003,S2024,F003,SRC1
213,S2024_F005,S2024,F005,SRC1
214,S2025_F012,S2025,F012,SRC1
215,S2025_F017,S2025,F017,SRC1
216,S2025_F008,S2025,F008,SRC1
217,S2025_F021,S2025,F021,SRC1
218,S2025_F018,S2025,F018,SRC1
219,S2025_F005,S2025,F005,SRC1
220,S2025_F003,S2025,F003,SRC1
221,S2025_F014,S2025,F014,SRC1
222,S2025_F016,S2025,F016,SRC1
223,S2025_F004,S2025,F004,SRC1
224,S2025_F019,S2025,F019,SRC1
225,S2025_F001,S2025,F001,SRC1
226,S2025_F015,S2025,F015,SRC1
227,S2025_F006,S2025,F006,SRC1
<PARSED TEXT FOR SHEET: 5 / 22 TABS
TAB NAME: team_seasons>
index,team_season_id,season_id,franchise_id,original_name,rank,w,l,t,standings_points,fantasy_points_for,fantasy_points_against,player_games,fantasy_points_per_player_game,source,team_url,source_id
0,TS0001,S2007,F019,MarsVoltaz,1,,,,,1195,,,,"Yahoo final standings screenshot provided by Dan, 2026-09-23",,SRC1
1,TS0002,S2007,F002,Victorious Secret,2,,,,,1185,,,,"Yahoo final standings screenshot provided by Dan, 2026-09-23",,SRC1
2,TS0003,S2007,F008,esti plan de crisse,3,,,,,1162,,,,"Yahoo final standings screenshot provided by Dan, 2026-09-23",,SRC1
3,TS0004,S2007,F021,Moncton Young Guns,4,,,,,1158,,,,"Yahoo final standings screenshot provided by Dan, 2026-09-23",,SRC1
4,TS0005,S2007,F013,Landry’s longshots,5,,,,,1127,,,,"Yahoo final standings screenshot provided by Dan, 2026-09-23",,SRC1
5,TS0006,S2007,F012,Red Wings,6,,,,,1125,,,,"Yahoo final standings screenshot provided by Dan, 2026-09-23",,SRC1
6,TS0007,S2007,F009,JDPower,7,,,,,1059,,,,"Yahoo final standings screenshot provided by Dan, 2026-09-23",,SRC1
7,TS0008,S2007,F004,The Dynasty,8,,,,,1032,,,,"Yahoo final standings screenshot provided by Dan, 2026-09-23",,SRC1
8,TS0009,S2009,F019,Orcas,1,,,,,1340,,1312.0,1.02,https://www.fantrax.com/fantasy/league/4nxqwzxpfz1d715m/standings,https://www.fantrax.com/fantasy/league/4nxqwzxpfz1d715m/team/roster;teamId=zy4w08rwfz1eyj2f,SRC1
9,TS0010,S2009,F012,Red Army,2,,,,,1259,,1320.0,0.95,https://www.fantrax.com/fantasy/league/4nxqwzxpfz1d715m/standings,https://www.fantrax.com/fantasy/league/4nxqwzxpfz1d715m/team/roster;teamId=bzgpsxv8fz1d9z9c,SRC1
10,TS0011,S2009,F004,Dynasty,3,,,,,1155,,1293.0,0.89,https://www.fantrax.com/fantasy/league/4nxqwzxpfz1d715m/standings,https://www.fantrax.com/fantasy/league/4nxqwzxpfz1d715m/team/roster;teamId=5y7fhkdxfz1eyj2f,SRC1
11,TS0012,S2009,F013,Landry's Longshots,4,,,,,1146,,1278.0,0.9,https://www.fantrax.com/fantasy/league/4nxqwzxpfz1d715m/standings,https://www.fantrax.com/fantasy/league/4nxqwzxpfz1d715m/team/roster;teamId=gg5m67pofz1eyj2f,SRC1
12,TS0013,S2009,F008,E P C,5,,,,,1099,,1309.0,0.84,https://www.fantrax.com/fantasy/league/4nxqwzxpfz1d715m/standings,https://www.fantrax.com/fantasy/league/4nxqwzxpfz1d715m/team/roster;teamId=ry91y4olfz1eyj2f,SRC1
13,TS0014,S2009,F021,Moncton Young Guns,6,,,,,1050,,1287.0,0.82,https://www.fantrax.com/fantasy/league/4nxqwzxpfz1d715m/standings,https://www.fantrax.com/fantasy/league/4nxqwzxpfz1d715m/team/roster;teamId=61a1egzifz1d9z9c,SRC1
